Duration,log_votes,movie_age,Year,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_mystery,genre_adventure,director_encoded,director_movie_count,actor_1_encoded,actor_1_movie_count,actor_2_encoded,actor_2_movie_count,actor_3_encoded,actor_3_movie_count,Rating
164,6.375024819828097,36,1990,1,1,0,0,1,0,0,0,0,0,4.896369434205138,14,6.128944742530841,101,5.756652075653853,22,5.765204744351664,4,4.7
153,3.713572066704308,41,1985,1,1,0,0,0,0,0,0,0,0,5.619152075653853,22,5.333601383769235,38,5.743469829567776,11,6.285110246958587,16,5.1
147,4.976733742420574,34,1992,0,1,0,0,0,1,0,0,0,0,5.847524428061552,5,6.135342018301013,13,5.7380361008718035,14,5.744496071203626,24,5.3
170,3.1780538303479458,50,1976,0,1,1,0,0,0,0,0,0,0,5.647524428061553,5,5.700612686710633,11,5.837304297111666,52,5.463835074785436,9,3.5
128,3.4657359027997265,26,2000,0,1,0,0,1,0,0,0,0,0,5.764806038265753,1,5.3923579264167305,93,5.608682032378715,3,5.651072201743607,2,4.3
123,2.70805020110221,35,1991,0,1,1,0,0,0,0,0,0,0,5.655715129174845,1,5.200714801162405,8,5.715204744351664,4,5.809405535076941,2,3.1
157,4.189654742026425,42,1984,1,1,0,0,0,0,0,0,0,0,5.714898400996347,11,6.491721282179798,73,6.288118693193251,31,6.2951592456068495,8,5.8
128,3.295836866004329,38,1988,1,1,0,0,0,0,0,0,0,0,5.605374591472538,11,5.828442401902118,1,5.458061887208807,4,5.614191094728219,5,5.0
132,2.772588722239781,36,1990,0,1,0,0,0,0,0,0,0,0,5.581264093112434,16,5.4725802696012575,88,5.500459515032975,18,5.350714801162405,8,3.3
137,4.382026634673881,42,1984,1,1,0,0,1,0,0,0,0,0,5.995414022153857,9,5.80709554736411,20,6.184777075653853,22,5.8829878564475715,1,5.6
162,3.4339872044851463,33,1993,0,0,1,0,0,0,0,0,0,0,5.658061887208807,4,5.60091903006595,4,5.773896947356662,1,5.8910888771868235,11,4.4
137,8.00603417874901,19,2007,1,0,0,0,0,0,1,0,0,0,5.937533310993026,1,5.884887706364384,9,6.051072201743608,2,6.200612686710633,11,6.2
121,2.70805020110221,58,1968,1,0,1,0,0,0,0,0,0,0,5.982987856447571,1,5.89396343293301,21,6.356032089663826,17,6.2951592456068495,8,6.7
164,7.157735484249907,40,1986,1,1,0,0,1,0,0,0,0,0,5.9317589554556385,3,6.128944742530841,101,5.992239632997927,27,5.648385496561882,13,7.1
148,4.3694478524670215,38,1988,0,1,0,0,0,1,0,0,0,0,5.934191094728219,5,5.790996893509845,33,5.565084306497744,24,5.668316657890117,18,5.2
149,3.9889840465642745,37,1989,1,1,0,0,0,0,1,0,0,0,5.730168612995487,7,5.570966659438921,24,6.1718880864615455,18,5.400536100871804,14,4.1
120,3.091042453358316,37,1989,1,1,0,0,1,0,0,0,0,0,5.828442401902118,1,5.780643321046165,10,5.753698024760193,7,5.9675244280615525,5,5.0
171,3.5553480614894135,37,1989,1,1,0,0,1,0,0,0,0,0,5.581264093112434,16,5.3923579264167305,93,5.819351492811208,1,5.565784695424972,51,4.9
126,2.0794415416798357,47,1979,0,1,0,0,0,1,0,0,0,0,5.946624220083936,1,5.946624220083936,1,6.175643321046165,10,6.163304151307706,6,6.3
153,4.812184355372417,60,1966,1,0,0,0,0,0,0,0,0,0,6.5142212009510585,12,6.491721282179798,73,6.00116967462939,1,6.00116967462939,1,6.9
160,3.6888794541139363,36,1990,0,1,1,0,0,0,0,0,0,0,6.037533310993027,1,5.8677388684102745,2,6.037533310993027,1,6.037533310993027,1,7.3
138,2.8903717578961645,29,1997,0,1,0,0,0,0,0,0,0,0,5.888992142407253,7,5.628442401902117,1,5.726072201743608,2,5.507524428061553,5,2.8
139,3.8066624897703196,51,1975,1,0,1,0,0,0,0,0,0,0,5.743469829567776,11,6.47834521208835,91,6.453319600615392,24,6.308514656836931,15,6.3
